experiment	commit	metric	status	description
729	102.76	discard	MacDisplayKit=13c57d734f6b66a5e0e93bd2fd78cb818577f8a6	MacDisplayKit: exp729: collapse vt bookkeeping queue hops
730	103.75	discard	MacDisplayKit=084a60041e4ac49000a2e2bb297c8bfe7c4695f5	MacDisplayKit: exp730: prewrap skylight surfaces for unfair replay lock
731	102.24	discard	MacDisplayKit=fcc9067b5a0ad6df74bf46310fe55351e7e5eba5	MacDisplayKit: exp731: time the hevc proxy prime for 120hz
732	102.91	discard	MacDisplayKit=0c21e9e4336018ca238ece6239df795b62e863c5	MacDisplayKit: exp732: drop staged slot release hop
733	102.56	discard	MacDisplayKit=9359b3cea280edd5139b1e1d9a29b739c174d7b6	MacDisplayKit: exp733: limit hevc submit duration to direct frames
734	102.76	discard	MacDisplayKit=4820545b9c3e74b50aad3b3e4b56ca7cb4d3c59b	MacDisplayKit: exp734: cache skylight capture surfaces
735	102.97	discard	MacDisplayKit=0bd1cdb594590c84a77f69008e10795828b50dcc	MacDisplayKit: exp735: gate hevc startup replay on vt parallelism
736	99.94	discard	MacDisplayKit=25e152f35546408a8d1cbb5a8795c31cfe3d88bd	MacDisplayKit: exp736: pair hevc replay gate with prores callback trim
737	104.17	discard	MacDisplayKit=605f69a2d8f696cd5c73fb21b703d054d3fa2f6d	MacDisplayKit: exp737: soften hevc replay gate relaxation
738	25.0	discard	MacDisplayKit=8647556dc7f33a8d5019fa535a261630e4e2d600	MacDisplayKit: exp738: pair softer gate with prores trim
739	100.86	discard	MacDisplayKit=78aa0280d0f56cb49c2070ef872cc17d71a590cb	MacDisplayKit: exp739: pair cache with softer gate
740	97.55	discard	MacDisplayKit=edb88f3a6284fb3d7d28bb3893bf34a5172635b2	MacDisplayKit: exp740: raise hevc replay cadence slightly
741	99.43	discard	MacDisplayKit=3b9dda1c27f346da5c59346a4c69ba04319238e5	MacDisplayKit: exp741: pair hevc replay gate with source trim
742	102.71	discard	MacDisplayKit=f1f971af575382f739fddb8dd22548decafdf0f3	MacDisplayKit: exp742: pair hevc startup replay gate with source trim
743	51.0	discard	MacDisplayKit=43d9dae0232c04b95ce7f3170e06154403ffa435	MacDisplayKit: exp743: defer hevc proxy prime past startup
744	104.38	discard	MacDisplayKit=4c52714315787560ff5e8a824e6f800a26d2f270	MacDisplayKit: exp744: lower hevc realtime ceiling to 180hz
745	104.17	discard	MacDisplayKit=6c89835b0449dcd6d863115cd31356523c35a97a	MacDisplayKit: exp745: use unfair lock for pending tracker
746	87.5	discard	MacDisplayKit=0518a5eea2946c20a0d91edded9fbada962810c0	MacDisplayKit: exp746: pair hevc target duration with relaxed burst
747	104.38	discard	MacDisplayKit=d48d449df72336405191660a4d2b3dda81354dcf	MacDisplayKit: exp747: pair submit accounting with encode autorelease
748	104.17	discard	MacDisplayKit=d507edd15088db83051ef3b1f54f546bfe3bd08e	MacDisplayKit: exp748: set hevc realtime ceiling to 210hz
749	106.04	keep	MacDisplayKit=3ed1c8de178fef078ec58b0bd2dcb6b837837d3e	MacDisplayKit: exp749: set hevc realtime ceiling to 225hz
750	104.17	discard	MacDisplayKit=1f838b9a6cb72eaf2372e4650ae292d9df1647d6	MacDisplayKit: exp750: set hevc realtime ceiling to 230hz
751	104.38	discard	MacDisplayKit=45561b997370570a77d8f195b0d462b1832e2eb4	MacDisplayKit: exp752: restore hevc realtime ceiling to 240hz
752	104.17	discard	MacDisplayKit=ae4206ed825bce3ed824488b32c30305eb0171bc	MacDisplayKit: exp752: drop source diagnostics on high-refresh callback encode
753	98.23	discard	MacDisplayKit=0cc78edffd7d0a74bcc9226a1bcc64ae4111cf89	MacDisplayKit: exp753: cap prores bootstrap at 120hz q2
754	104.38	discard	MacDisplayKit=d5f196d0d62561d13fa51de01c6c787341469f2e	MacDisplayKit: exp754: cap prores realtime ceiling at target fps
755	104.38	discard	MacDisplayKit=91f223b42cb3d81118f5e07768e36ee58cebd484	MacDisplayKit: exp755: keep hevc recovery replay zero-copy
756	104.17	discard	MacDisplayKit=d36b63f1fb543b1f53388b303a383e42ba0c6e72	MacDisplayKit: exp756: require fresh hevc recovery frames
757	104.17	discard	MacDisplayKit=9efb7d07e14a084595564404dc9048fcf88f8b67	MacDisplayKit: exp757: skip hevc replay scheduling on keyframe request
758	104.38	discard	MacDisplayKit=fc4aca5ed67a463d8dcc26d1479fcca31b37293e	MacDisplayKit: exp758: skip hevc direct submit success sync
759	104.38	discard	MacDisplayKit=80a294fd531579fc82b98d5dc7c0f2c6af90d13e	MacDisplayKit: exp759: narrow hevc direct buffer cache to one surface
760	104.17	discard	MacDisplayKit=3c153a298792a47edd291643c6afabc30338cf0b	MacDisplayKit: exp760: bypass hevc direct wrapper cache
761	104.38	discard	MacDisplayKit=c21dc5ef2bb6d200fdf5964809f984323de5b835	MacDisplayKit: exp761: align prores source candidates with hevc
762	98.0	discard	MacDisplayKit=4339e627157b45261c6f00feb42334b0535fffe9	MacDisplayKit: exp762: switch prores capture to native 10-bit 422
763		crash	MacDisplayKit=18159782a8a52331a5912e6585bc86e7fd20c6f0	MacDisplayKit: exp763: align hevc and prores capture format
764	25.0	discard	MacDisplayKit=0d3d7d1d092acc325f3c80cf2b82614416313d04	MacDisplayKit: exp764: align prores capture seam with hevc
765	104.38	discard	MacDisplayKit=70d433a25ebf72aee55ef9e02a918d444b7b86db	MacDisplayKit: exp765: allow prores direct zero-copy submit
766	104.17	discard	MacDisplayKit=9df9d418406dc2f0f00441a16be3865b6162cf65	MacDisplayKit: exp766: tighten skylight callback pending budget
767	104.38	discard	MacDisplayKit=4ad54a1b70974bd2c0a756f2e4f7b8d87dce1422	MacDisplayKit: exp767: zero hevc frame delay at 120fps
768	104.17	discard	MacDisplayKit=6878ddc8c42a87571be694fe2cbf1ef065daf946	MacDisplayKit: exp768: tighten hevc hdr staging backlog
769	104.17	discard	MacDisplayKit=3a513174ce4cc05800f61e913e1cdd3747a2cf08	MacDisplayKit: exp769: align hevc expected rate with realtime ceiling
770	104.17	discard	MacDisplayKit=b5d701572988b8ae31d5cf0c994b04d9bc87a57f	MacDisplayKit: exp770: cap hevc staging by vt parallelism
771	104.17	discard	MacDisplayKit=208c9c4a99ba82fbe68cce5f3cd1e8f7a25a8959	MacDisplayKit: exp771: keep hevc texture cache warm
772	104.38	discard	MacDisplayKit=0eb99e4f026b5e67def5f3f9ef1a1e3df1b55388	MacDisplayKit: exp772: align hevc pts with realtime ceiling
773	104.17	discard	MacDisplayKit=9ea38c68aae957d99eb6059c50d3baf2a485742d	MacDisplayKit: exp773: lazy-init hevc metal helpers
774	104.38	discard	MacDisplayKit=1207a3ab643a2736a9b1859bff83ace13f3142cb	MacDisplayKit: exp774: skip hevc descriptor rebuilds on cache hits
775	104.38	discard	MacDisplayKit=708282cd1f0c43b2f8ad7e1cd12ba4dacab2a05d	MacDisplayKit: exp775: reuse hevc plane descriptors on cache miss
776	104.38	discard	MacDisplayKit=1e87027aa60b468420287a792ec07f93fcd2a752	MacDisplayKit: exp776: cache encoded frame hdr inspection
777	104.17	discard	MacDisplayKit=cb19ace276c2d668ab86f6844699ff0300f8c5bd	MacDisplayKit: exp777: skip redundant hdr payload scans
778	104.38	discard	MacDisplayKit=c180434fa5a698fb3c52b9b8140fe2119ded53c7	MacDisplayKit: exp778: defer hevc hdr keyframe checks
779	104.38	discard	MacDisplayKit=005dd67ab6e293843c09a062c32c468d222ea589	MacDisplayKit: exp779: avoid copying hevc metadata probes
780	104.38	discard	MacDisplayKit=0d6638ae9fd347ebe117635be89946b98f5b5f43	MacDisplayKit: exp780: decouple vt counters from submit path
781	104.38	discard	MacDisplayKit=93ec2c0a75e45f3c3fbc5f1914820127832ff5ad	MacDisplayKit: exp781: defer vt callback frame assembly
782	104.17	discard	MacDisplayKit=1b91fa258cb10f007104f2a09d3c178f8b6fc99f	MacDisplayKit: exp782: skip redundant hdr buffer attachments
783	104.38	discard	MacDisplayKit=a3f64b5d6bb23b3ab3980d1516c8f7c0f6e225bd	MacDisplayKit: exp783: drop replay pixel buffer wrapper
784	104.17	discard	MacDisplayKit=472b5184bd5d6e1e7737e7af7c694254926b8391	MacDisplayKit: exp784: use mach ticks for vt latency
785	104.17	discard	MacDisplayKit=7747387b4c208f6dd828f371bd2960eba9308b9b	MacDisplayKit: exp785: pool vt submission tokens
786	104.17	discard	MacDisplayKit=8efea8f34a7b8e5f59bb98dd606d76e4b20a5079	MacDisplayKit: exp786: reuse force-keyframe properties
787	104.17	discard	MacDisplayKit=25f98c514774e999f2dd04f2275b3f90323719f9	MacDisplayKit: exp787: gate replays by local pending count
788	104.17	discard	MacDisplayKit=205e48c3e8a96000f21f90adcb983a12bbcc8c07	MacDisplayKit: exp788: stop rebuilding capture frames
789	104.38	discard	MacDisplayKit=6d5a9389ba50648809b3856b00b3cff292495a12	MacDisplayKit: exp789: stop scanning note prefixes
790	104.38	discard	MacDisplayKit=45715c3cd7b272d64732923da320ee454b4ad43f	MacDisplayKit: exp790: coalesce immediate keyframe requests
791	104.38	discard	MacDisplayKit=326b0367a0db61032893137f73aa40016ab6627a	MacDisplayKit: exp791: submit replays without frame rebuilds
792	104.17	discard	MacDisplayKit=341046aa455571bd2501a50a73321d7bccc98075	MacDisplayKit: exp792: skip hdr reapply on recovery replays
793	104.17	discard	MacDisplayKit=4d7a3b0170fe168a60655c56f0b3b6e35e82ee9f	MacDisplayKit: exp793: skip impossible replay scheduling
794	104.17	discard	MacDisplayKit=a0c81d3bcaaea558bfa117603a64670eeb255c2e	MacDisplayKit: exp794: disable vt hevc hdr metadata insertion
795	104.17	discard	MacDisplayKit=80648013ad54bfc12d21867f3e0e41517c70c6d4	MacDisplayKit: exp795: widen hevc source texture cache
796	104.17	discard	MacDisplayKit=b4c61779caa89bea8bf82f4562a86da7402ff174	MacDisplayKit: exp796: evict one hevc texture cache entry
797	104.17	discard	MacDisplayKit=f0c338e3cb12efc87c67a24d96d743a262e524fa	MacDisplayKit: exp797: keep recent hevc source textures
798	104.38	discard	MacDisplayKit=291f1dad5fd69fec01b59e1beb00924d89c6d31d	MacDisplayKit: exp798: dedupe hevc slot release checks
799	104.38	discard	MacDisplayKit=f9271d7be5cc02a5731e4901ee2183b367bba3a5	MacDisplayKit: exp799: split vt delivery from stats queue
800	104.17	discard	MacDisplayKit=4e5d68b204d81da974d79b94fbae2b06fbfc0453	MacDisplayKit: exp800: lock the latest frame mailbox
801	104.38	discard	MacDisplayKit=4b16aff739ac46d800e0d0ae0d3239fd22124840	MacDisplayKit: exp801: skip hot-path source drop events
802	104.38	discard	MacDisplayKit=1e3b85815bba42b0618082e22e5e6588d9e8777b	MacDisplayKit: exp802: drop dead vt finalize barrier
803	104.38	discard	MacDisplayKit=e3482f99aa0b2f026da599822bb64235c4c9e9bb	MacDisplayKit: exp803: queue callback-only frame delivery
804	104.17	discard	MacDisplayKit=c4746486957163e732ab5894c8ebc8c1c8f10379	MacDisplayKit: exp804: lengthen hevc idr interval hint
805	104.17	discard	MacDisplayKit=9483027331b3b78d2e993fcc69b7f7afbbd2e0eb	MacDisplayKit: exp805: drop hevc keyframe duration hint
806	104.17	discard	MacDisplayKit=de4462ad5b098a394974a18c017cf962dc6e6e9f	MacDisplayKit: exp806: align hevc expected cadence to 225hz
807	104.38	discard	MacDisplayKit=81703d63f0d5de77c253addebcb03553b6cfaaa4	MacDisplayKit: exp807: default hevc hdr profile hint
808	104.17	discard	MacDisplayKit=5b5a96b3799e0eee60ea691456193c868b7218b1	MacDisplayKit: exp808: default hevc hdr reference count
809	104.17	discard	MacDisplayKit=ca0d33e4ebb918e117251d52d6f17dcee585cc73	MacDisplayKit: exp809: default hevc hdr progressive hint
810	104.17	discard	MacDisplayKit=180ece8c2810952bfae16b67c9d8f91e65382457	MacDisplayKit: exp810: default hevc hdr speed bias
811	104.38	discard	MacDisplayKit=b785eaeb1019f1eb3cebcf8ed1462c726612a20c	MacDisplayKit: exp811: default hevc hdr power hint
812	104.38	discard	MacDisplayKit=51fe04ea66b5c7d9b1a868059431f41d2303836b	MacDisplayKit: exp812: raise hevc realtime ceiling to 240hz
813	104.17	discard	MacDisplayKit=e371b4177b70456b28c77322fae8556ecbc8204d	MacDisplayKit: exp813: disable hevc startup lookahead
814	104.38	discard	MacDisplayKit=94d7843d18729dfed05dbda789444a49da2f34a5	MacDisplayKit: exp814: hint hevc source frame count
815	102.08	discard	MacDisplayKit=ce3b6171ccb4035f295c3a625d98917662bc47bb	MacDisplayKit: exp815: default hevc data rate limits
816	104.17	discard	MacDisplayKit=a7cb6e1892c9e8a7553c7d60b3a0700cf8a5670c	MacDisplayKit: exp816: default hevc vbv initial delay
817	104.38	discard	MacDisplayKit=4256cc54b745e28b237b9f10115d2b6e41afb7ad	MacDisplayKit: exp817: default hevc expected duration
818	104.17	discard	MacDisplayKit=6a3752ede235ec2abc86f8a0e7fd87e852e4e6a7	MacDisplayKit: exp818: default hevc realtime hint
819	104.17	discard	MacDisplayKit=0818cea65d5d51db5f3ae5de1fae05fa6d8d3ba6	MacDisplayKit: exp819: default hevc open gop hint
820	104.17	discard	MacDisplayKit=52d70cfc93e86a588aea930a4adce3d1742d554d	MacDisplayKit: exp820: default hevc frame reordering hint
821	104.38	discard	MacDisplayKit=d2a2b9008bbfeefe8d9d6f48e40d0cd5a9574f56	MacDisplayKit: exp821: default hevc temporal compression hint
822	87.71	discard	MacDisplayKit=9b4b00329a407b78be6861dfc49b59af190c95ee	MacDisplayKit: exp822: cap skylight replay to one per fresh frame
823	102.69	discard	MacDisplayKit=40aabdb2238f2e04cf004e8a140b288339007f96	MacDisplayKit: exp823: inline skylight delivery queue handoff
824	104.38	discard	MacDisplayKit=30e18fdd4d935d2915c0ee556af5493069eeb69f	MacDisplayKit: exp824: default hevc keyframe count hint
825	104.17	discard	MacDisplayKit=c5c41754704da5ea07c956a51fe937674b5fb752	MacDisplayKit: exp825: release direct source after success accounting
826	104.17	discard	MacDisplayKit=098ce5fcc67150a9d738bc6450f3e0261fba1179	MacDisplayKit: exp826: hint hevc source frame count at 240hz
827	104.17	discard	MacDisplayKit=e81eb830b60155792c01435f6e2b0e396c963928	MacDisplayKit: exp827: align hevc keyframe count to 240hz
828	104.38	discard	MacDisplayKit=8c8ebbd1f1af6e83937a2b5829341ec665a47af9	MacDisplayKit: exp828: default hevc output bit depth hint
829	104.38	discard	MacDisplayKit=9608ff0daedfb835054c3ec2da0ea1bd8a7ec8d3	MacDisplayKit: exp829: default hevc expected frame-rate hint
830	104.17	discard	MacDisplayKit=193377fe894d1ce0f494e112897001b3de5d90ae	MacDisplayKit: exp830: align direct hevc pts with source display time
831	104.17	discard	MacDisplayKit=93e919816a076829d7e5beb6729ed3f6d0d285be	MacDisplayKit: exp831: widen hevc hdr burst rate limits
832	104.38	discard	Lumen=5aa1773470777c6ab3a0391a1b92f9f31df762c7,MacDisplayKit=85b31020db66898b2598c8fa6bde569e3ae9068c	Lumen: exp832: forward hevc recovery replay tags | MacDisplayKit: exp832: tag hevc recovery replays
833	104.38	discard	Lumen=6cae27c61776288a4cbbd6de2918c21d29582999,MacDisplayKit=19a649a9ffc3edf370f948bf0c93356fcce09160	Lumen: exp833: forward recovery replay identity | MacDisplayKit: exp833: preserve recovery replay source identity
834		discard	Lumen=9e58df9a59a44730901e1349f9e6969bd5c09164,MacDisplayKit=dad0f1f5befdda682b21355cf90744d97eee211d	reverted out-of-scope change in Lumen: src/video.cpp
835	104.38	discard	MacDisplayKit=c8e8354c2fa4d69b2a7625a781b585d8c0f0a924	MacDisplayKit: exp835: keep hevc recovery display time
836	104.17	discard	MacDisplayKit=7ef1153d6af7025f52bd5e8662339abefe276054	MacDisplayKit: exp836: keep hevc recovery sequence
837	104.38	discard	MacDisplayKit=44cd7cadef4d294c965cf572c5571ba288f81b3a	MacDisplayKit: exp837: preserve hevc recovery identity
838	104.38	discard	MacDisplayKit=dc318209ad38462c5473156acf82d8f560a0f2d3	MacDisplayKit: exp838: widen hevc callback pending budget
839	101.67	discard	Lumen=a091d6d21b445260ec71ab7ddf9362834d0b5791	Lumen: exp839: lift overlay hevc auto queue to q2
840	104.38	discard	MacDisplayKit=558638bc7c2b55478a6ab2898df6a79914e4b905	MacDisplayKit: exp840: trim q1 hevc callback slack
841	104.38	discard	MacDisplayKit=4463cacb5fd5fb018cbbc9027cb8e96f2bd1557d	MacDisplayKit: exp841: keep 240 ceiling with softer hevc cadence
842	104.17	discard	MacDisplayKit=82482932682da0696ed00c93343c0f36bbbfb9c0	MacDisplayKit: exp842: default hevc vbv initial delay at 225hz
843	104.17	discard	MacDisplayKit=a1a7242d5f9d7d434fb36c0875adcacad4f7794d	MacDisplayKit: exp843: keep pq hevc vbv buffer at 225hz
844	104.17	discard	MacDisplayKit=183e161c037b19f54d80017ad3fec82102c18fde	MacDisplayKit: exp844: pair pq hevc vbv buffer with default delay
845	104.17	discard	Lumen=1a4fc54b8c01ff5d32e5f33e346c9cf99f49cc2a	Lumen: exp845: use full-range yuv for overlay hevc
846	104.38	discard	MacDisplayKit=7208387275ae275874db1deb09894b757156722a	MacDisplayKit: exp846: align hevc keyframe count to 225hz
847	104.17	discard	MacDisplayKit=f5080c762d29686cd9aa80541e99f8650d2cbe63	MacDisplayKit: exp847: allow one hevc pending frame before replay suppression
848	104.17	discard	MacDisplayKit=d9c42924bc4cdf780ab3add99b68e52c1444f81b	MacDisplayKit: exp848: narrow hdr hevc callback pending budget
849	104.17	discard	MacDisplayKit=b75aa9c9e6bde543f9468eb7cd3d73f86031af9b	MacDisplayKit: exp849: raise hevc expected cadence above the 225hz ceiling
850	104.17	discard	MacDisplayKit=ae6eb8c78a5fb4f40285a0870353bbb31e018b8c	MacDisplayKit: exp850: drop metal-compatible input attrs on the hevc keep path
851	104.17	discard	Lumen=c000d91688b05964399b8cc5dddef3f6939ca540	Lumen: exp851: keep auto encoder input on partial hdr hevc
852	70.79	discard	Lumen=8cc1bb040e2cd58526959e6f4c8c72f97c172cea	Lumen: exp852: collapse hevc partial-hdr ingress to one frame
853	104.17	discard	MacDisplayKit=30073f675446176bca881eebcf2cb66c92abbd4e	MacDisplayKit: exp853: relax iosurface attr requirements on the hevc keep path
854	104.17	discard	MacDisplayKit=f27b6ef2381ce4f454761284142953bdb87fae24	MacDisplayKit: exp854: minimize hevc direct wrapper attrs on the keep path
855	104.38	discard	MacDisplayKit=5f83dddb773a1e02f831bf2bafbbccb5c7c630b7	MacDisplayKit: exp855: drop hevc direct wrapper attrs on the keep path
856	103.96	discard	Lumen=2176b6ec2e167a5d22e4837950f0a777e3980598,MacDisplayKit=b7cb27aba81eab2334649d3f2a380792454ea7e6	Lumen: exp856: preserve hevc partial hdr x422 input path | MacDisplayKit: exp856: preserve hevc partial hdr x422 input path
857	25.0	discard	MacDisplayKit=491e53c03bea28990aacc3552c9418f94bace648	MacDisplayKit: exp857: zero hevc suggested lookahead at 120hz
858	104.38	discard	MacDisplayKit=6fa99490cc3ecc3ac577408f400d04c48b4ba77e	MacDisplayKit: exp858: prefer 120hz q3 hevc source bootstrap
859	104.17	discard	MacDisplayKit=17189ea927e2941d9c935ed245f8cc7967f7d467	MacDisplayKit: exp859: prefer exact-120 hevc source bootstrap
860	104.17	discard	MacDisplayKit=cdf76f04c15e9ac227e966ce290b8b79ee1e03e1	MacDisplayKit: exp860: benchmark hevc high-refresh source bootstrap
861	104.17	discard	MacDisplayKit=fadcb01944166b47380c0feda8451cd2b8214fc5	MacDisplayKit: exp861: use encoder attrs for direct wrappers
862	104.38	discard	MacDisplayKit=1cec2622977280bac37a97f9a7e5f408b6c7d690	MacDisplayKit: exp862: gate direct wrapper attrs on shared pool
863	104.17	discard	MacDisplayKit=dd120726d972640889e54caaa9ac183abfabde68	MacDisplayKit: exp863: widen prores pending slack to nine
864	90.89	discard	MacDisplayKit=20facf3e97000e808bc08670315b02dcfeef129c	MacDisplayKit: exp864: prefer direct hdr hevc iosurface capture
865	104.17	discard	MacDisplayKit=a9096e5013ec036055d02b7ca41f6efe79d76486	MacDisplayKit: exp865: use q1 hevc high-refresh bootstrap
866	104.38	discard	MacDisplayKit=7c7a80285b3a2ceabb00f93de85ac80ed7a43e1b	MacDisplayKit: exp866: widen hevc hdr staging slack to eight
867	104.17	discard	MacDisplayKit=79afd3cfef0de14414f6555210cd23c10537b949	MacDisplayKit: exp867: remove hevc high-refresh frame delay
868	104.17	discard	MacDisplayKit=5d27fa0284e4c86ce0341ccc35ced8e03bfde6c8	MacDisplayKit: exp868: disable automatic hdr metadata on hevc keep path
